,Time,Values
0,2020-12-01 17:20:00,100000000000000.0
1,2020-12-01 18:40:00,100000000000000.0
2,2021-01-03 17:20:00,100000000000000.0
3,2021-01-13 01:10:00,100000000000000.0
4,2021-01-25 15:20:00,100000000000000.0
5,2021-02-25 15:10:00,100000000000000.0
6,2021-03-08 15:10:00,100000000000000.0
7,2021-03-19 09:10:00,100000000000000.0
8,2021-05-04 17:50:00,100000000000000.0
9,2021-05-05 18:20:00,100000000000000.0
10,2021-05-06 13:20:00,100000000000000.0
11,2021-06-01 15:40:00,100000000000000.0
12,2021-06-15 11:00:00,100000000000000.0
13,2021-08-04 03:50:00,100000000000000.0
